baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id
92.7249434680385,-1.39274579282962,0.329407156506986,21.1088617089125,9.99355357485571e-05,0.000265529356081077,Gene00001
69.3507019034287,-0.199883267482903,0.315307676515854,4.61248049159336,0.202474052653659,0.297464328090586,Gene00002
9.2466336421592,0.259861132748689,0.610376480225516,0.767888219021458,0.857131304891863,0.913786039330344,Gene00003
127.399374809545,-0.215231669544754,0.343413181269067,20.1831544732743,0.000155534194595037,0.000394756839073699,Gene00004
33.91198644293,-1.74520744789378,0.371310697494099,30.099654128362,1.31502441937169e-06,5.78456489459687e-06,Gene00005
121.584464169185,-0.039112532892217,0.319704972177387,54.0729443128051,1.08257812695697e-11,2.8488898077815e-10,Gene00006
89.5384481867738,-0.761559863943014,0.342813384262085,21.7882524310264,7.21946139629867e-05,0.000200169909324362,Gene00007
73.2542681526014,0.803799329725941,0.410867315185796,37.094768820736,4.39376635814696e-08,3.27920831071844e-07,Gene00008
43.576544287808,-0.213346441830366,0.35459246192444,2.68014601273114,0.443611822411224,0.573141889420186,Gene00009
40.7261345104013,1.72842740500836,0.383329195216769,24.3730629029224,2.08777791895543e-05,6.66312101794286e-05,Gene00010
11.3531214577495,-0.763301716323132,0.497846302072399,7.39366146698531,0.0603546261298683,0.0974509571526398,Gene00011
61.6674958415974,0.97940125567214,0.426019274975857,5.28236556633412,0.152250764293714,0.229986048782045,Gene00012
21.6870433448759,-0.233942397599994,0.412353830973237,0.648166279339918,0.885322570379576,0.931264975855093,Gene00013
106.038916527976,-1.35703016854491,0.290101937848276,25.7449903727174,1.07848359156082e-05,3.66831153592116e-05,Gene00014
87.6417345374897,-1.94234157099451,0.4527446159069,24.8309113149857,1.67498469920519e-05,5.47380620655291e-05,Gene00015
135.122976814818,0.482126368046818,0.297488702976604,9.76289557151715,0.0206929573543807,0.0357185685058355,Gene00016
63.9553283031951,-1.8773230314789,0.330720015640029,39.4094141616417,1.42142123189772e-08,1.19782688081269e-07,Gene00017
16.3630615468068,-0.399737722655943,0.509017919351709,3.37943517261301,0.336738886517606,0.458356016131042,Gene00018
62.7455318678894,1.341010597951,0.356596668241683,20.2366648188864,0.00015161121970707,0.000385452253492552,Gene00019
6.97846436535232,-0.219074023901963,0.629982410266679,1.67291552604901,0.642971985603886,0.758818236353917,Gene00020
37.1147794993358,-0.304320580277839,0.366547992538714,6.51879485158626,0.0889242212088872,0.140259023988781,Gene00021
145.730453121898,-1.63607192908602,0.358990887042726,28.7773294463977,2.49414207577426e-06,1.01387889259116e-05,Gene00022
242.061050685884,-1.38811884124799,0.330559732330449,20.0569098783673,0.000165194535953612,0.000414812618627705,Gene00023
95.876625804215,2.04147578421233,0.400164511844847,28.1799939128138,3.32940492228274e-06,1.3005487977667e-05,Gene00024
29.5263057628398,-1.09121474733691,0.419710956835494,19.6720248931695,0.000198488539546572,0.000484906855569801,Gene00025
40.0568848560864,0.382883746047202,0.333676493581985,1.41361812086001,0.702345695771087,0.803599194246095,Gene00026
26.099213882293,0.256332998068016,0.453630110822601,1.5927963619382,0.661024297225503,0.771623693259342,Gene00027
70.813954784644,0.430628601500995,0.359012034917415,23.4408660313672,3.26792986970463e-05,9.90281778698374e-05,Gene00028
27.1272552550352,-0.669513013845142,0.432698052513612,18.4852637666917,0.000349268182802842,0.000808491163895467,Gene00029
22.9044979350795,0.977072848338981,0.403981676228943,10.6690125801939,0.0136571446153071,0.0241008434387772,Gene00030
66.9581065203835,2.23808497382989,0.322707381118811,56.0833388087222,4.0323778108893e-12,1.20971334326679e-10,Gene00031
61.9518396431109,1.50876298661214,0.411041024514621,16.2119152635033,0.00102599555546765,0.00217679396492429,Gene00032
86.8771994337994,-0.124362897650183,0.298445748422669,6.02372530779411,0.110461625425567,0.170993228212952,Gene00033
111.017695190837,0.860143746791824,0.337389188676408,40.6436836006523,7.78196360932293e-09,6.94818179403833e-08,Gene00034
18.220860464743,-1.89178261290181,0.463598238156196,23.2053826190862,3.65916740632625e-05,0.000108903791854948,Gene00035
45.1517017635674,0.00200719325410538,0.366023279423746,27.4715057859417,4.68860642550628e-06,1.77856687680403e-05,Gene00036
18.2464356604422,-0.215249418269806,0.446430642635346,1.66273843929325,0.645249414102901,0.76030960027836,Gene00037
85.6287161655648,-1.93667854885482,0.313975225739184,38.918970738754,1.8056400366105e-08,1.48816486533832e-07,Gene00038
63.8954078121429,1.52499652309803,0.308617462671516,35.2125055268742,1.09859243123974e-07,7.04585446969485e-07,Gene00039
84.2405466402636,1.79320594379833,0.3604704877414,26.9866476195387,5.9254246216255e-06,2.16783827620445e-05,Gene00040
25.8402965504573,-0.108927849480418,0.439432178687307,20.073786386426,0.000163869333663672,0.000412422819623336,Gene00041
18.2273843301773,-0.237337707769244,0.572574787433515,0.228534170615745,0.972856537308243,0.983502074234195,Gene00042
286.896182127622,1.68443446698229,0.414498596093364,19.285270514769,0.000238667189646045,0.000573719205879917,Gene00043
90.834894910624,-0.181834033149768,0.399458473409423,3.85923881371048,0.277070446861733,0.388779859955659,Gene00044
44.4796350486305,-0.22434931366675,0.312854552050447,2.21343244333991,0.529307447251159,0.655624418560478,Gene00045
57.9420966082723,-0.205908811058379,0.369932388594273,0.472378814112744,0.92491638448315,0.954177838187568,Gene00046
58.753503038113,-0.743050491653521,0.405079925003288,7.97809717797482,0.0464665464794191,0.0761746663597035,Gene00047
39.6117985017707,1.91641619138251,0.398128839153413,29.752623624485,1.55570012033888e-06,6.66728623002378e-06,Gene00048
25.8499982820704,-0.401603814457623,0.392312492192684,5.26027734112871,0.153700801074326,0.231942858764073,Gene00049
71.5117887003156,-1.64564993010902,0.347698444117066,30.3589854162974,1.15976801264698e-06,5.18784127430064e-06,Gene00050
81.8687334559798,-0.298816275016667,0.330916575029824,11.6378175937207,0.00873265557703421,0.0158968244727565,Gene00051
129.279347529289,1.98196159232604,0.338120068835089,36.6466199374371,5.46568484181144e-08,3.92274031708955e-07,Gene00052
63.8475894134229,2.35956411105205,0.458611906147479,27.3449563339867,4.98410551558101e-06,1.85974086402277e-05,Gene00053
90.9795314495854,1.71246701435499,0.313230404989151,31.7943776035343,5.78256363792575e-07,2.82535682634809e-06,Gene00054
41.9623392283472,-0.428205777911951,0.38999912994695,2.46314203519272,0.48198898344641,0.608571948795972,Gene00055
11.3580732734857,-0.682348252862882,0.561777792818099,2.05475990868682,0.561119217191881,0.685406209924936,Gene00056
9.18766100783428,-1.71768357282706,0.660101271316866,9.91902476238411,0.0192671452916359,0.0334112346097733,Gene00057
189.535531547678,0.252438170090204,0.359859586176893,43.0144989597885,2.44361941768835e-09,2.65610806270473e-08,Gene00058
25.048373884601,0.583917737262836,0.460443055638251,2.02832045442374,0.5665495444908,0.68979246488328,Gene00059
