gene_id	t0_rep1	t0_rep2	t0_rep3	t1_rep1	t1_rep2	t1_rep3	t2_rep1	t2_rep2	t2_rep3	t4_rep1	t4_rep2	t4_rep3
Gene00001	188.369579084545	150.080159992118	124.462690118659	81.5986915509466	47.3737741162687	98.4673933933168	89.6011535269061	65.7648008610251	91.0312974622997	57.0923365609223	44.1928724256412	74.6645725238134
Gene00002	60.2782653070543	44.8000477588412	84.3134352416722	103.652391970121	75.4471217407242	76.4795288491781	79.6454698016943	71.4341802455963	70.6130625174849	47.0761371642693	62.9748432065387	55.4939390379694
Gene00003	11.8403735424571	3.36000358191309	9.03358234732202	12.1295352305461	9.65021324590659	2.86798233184418	14.1038852773834	10.204882892228	8.50759789367287	6.00971963799182	12.1530399170513	11.0987878075939
Gene00004	185.140386300238	192.640205363017	163.608213623721	117.987297242585	148.262367141656	65.9635936324161	59.7341023512707	34.0162763074268	95.2850964091362	158.255950467118	141.417191762052	166.481817113908
Gene00005	50.5906869541348	47.0400501467833	65.2425391751035	39.6966607545146	47.3737741162687	42.0637408670479	23.2299286921608	19.2758899075418	23.821274102284	21.0340187329714	15.4675053489744	12.1077685173752
Gene00006	67.8130484704361	59.3600632804646	56.2089568277815	162.094698080934	114.047974724351	228.482592436919	214.876840402488	170.081381537134	207.585388605618	48.0777571039346	60.7651995852567	69.6196689749071
Gene00007	94.7229883396567	197.120210138901	156.582094020248	55.1342510479369	87.7292113264235	64.0516054111866	63.8823039034423	38.5517798150837	51.8963471514045	61.0988163195835	114.901468306667	88.7903024607511
Gene00008	21.5279518953765	34.720037013102	25.0932842981167	88.214801676699	103.52046936518	73.6115465173339	111.171801598198	131.52960172205	147.181443560541	27.0437383709632	86.1761012300003	29.2604405836566
Gene00009	38.7503134116777	73.920078802088	43.1604489927608	31.9778656078034	49.1283583427972	48.755699641351	43.1412961425844	24.945269292113	34.8811513640588	42.0680374659427	50.8218032894874	41.3682091010318
Gene00010	18.29875911107	25.7600274613337	18.0671646946441	17.6429603353398	28.0733476244555	40.1517526458185	29.037410865201	54.4260420918829	51.8963471514045	62.1004362592488	69.6037740703849	73.6555918140322
Gene00011	17.2223615163012	14.5600155216234	21.0783588104181	12.1295352305461	11.4047974724351	7.64795288491781	5.80748217304021	9.07100701531381	5.95531852557101	8.01295951732243	13.2578617276924	10.0898070978126
Gene00012	33.3683254378336	57.1200608925226	37.1380607612128	46.312770880267	94.7475482325374	41.1077467564332	48.1191380051903	54.4260420918829	76.5683810430559	49.0793770435999	60.7651995852567	141.257299369377
Gene00013	29.0627350587583	19.0400202975075	23.0858215542674	19.8483303772573	19.3004264918132	20.0758763229092	21.5706480712922	19.2758899075418	28.0750730491205	14.0226791553142	28.7253670766668	18.1616527760627
Gene00014	181.911193515932	183.680195811249	150.5597057887	94.8309118024514	104.397761478444	103.24736394639	68.0305054556139	107.718208306852	76.5683810430559	48.0777571039346	70.7085958810259	82.7364182020635
Gene00015	220.661506927609	80.6400859659142	197.73508026916	101.447021928204	48.2510662295329	127.147216711759	77.9861891808257	34.0162763074268	34.0303915746915	30.0485981899591	33.1446543192309	66.5927268455633
Gene00016	89.3410003658126	151.200161186089	113.421645027488	95.9335968234102	80.7108744203096	108.027334499464	133.572089979925	195.026650829247	159.94284040105	119.192772820171	183.400420566411	191.70633485844
Gene00017	138.855289725179	110.880118203132	90.3358234732202	79.3933215090291	80.7108744203096	47.7997055307363	41.4820155217158	48.7566627073117	36.5826709427934	27.0437383709632	35.354297940513	30.2694212934379
Gene00018	12.9167711372259	32.4800346251599	15.05597057887	18.7456453562985	7.01833690611388	7.64795288491781	28.2077705547667	15.8742622767992	12.7613968405093	12.0194392759836	15.4675053489744	18.1616527760627
Gene00019	35.5211206273713	56.0000596985515	28.1044784138907	46.312770880267	27.1960555111913	50.6676878625805	92.9197147686433	65.7648008610251	48.4933079939354	96.1555142078691	92.8050320938465	113.005839495501
Gene00020	7.53478316338178	10.0800107457393	8.02985097539736	2.20537004191748	4.38646056632118	7.64795288491781	7.46676279390884	5.66937938457113	8.50759789367287	4.00647975866121	12.1530399170513	6.05388425868758
Gene00021	29.0627350587583	61.6000656684067	49.1828372243088	19.8483303772573	31.5825160775125	21.031870433524	38.1634542799785	30.6146486766841	51.0455873620373	38.0615577072815	40.8784069937181	34.3053441325629
Gene00022	227.119892496222	294.560314014381	289.074635114305	138.938312640801	137.734861782485	121.41125204807	50.6080589364932	85.040690768567	143.778404403072	78.1263552938937	55.2410905320515	127.131569432439
Gene00023	473.614941698284	426.720454902963	294.093291973928	215.023579086954	153.526119821241	278.194286188885	268.803460580718	215.436416613703	123.360169458257	160.259190346449	117.111111927949	178.589585631283
Gene00024	19.3751567058389	70.5600752201749	38.1417921331374	61.7503611736893	85.0973349866308	62.1396171899572	67.2008651451796	90.7100701531381	129.315487983828	206.333707571052	209.916144021796	109.978897366158
Gene00025	27.9863374639895	48.1600513407543	75.2798528943502	34.1832356497209	22.8095949448701	33.4597938715154	13.274244966949	17.0081381537134	11.0598772617747	34.0550779486203	19.8867925915385	17.1526720662815
Gene00026	38.7503134116777	36.960039401044	31.1156725296648	37.4912907125971	44.741897776476	34.4157879821301	32.3559721069383	49.890538584226	35.7319111534261	39.0631776469468	49.7169814788464	50.4490354890631
Gene00027	23.6807470849142	22.4000238794206	32.1194039015894	17.6429603353398	24.5641791713986	37.2837703139743	22.4002883817265	7.93713113839958	31.4781122065896	39.0631776469468	36.459119751154	18.1616527760627
Gene00028	30.1391326535271	44.8000477588412	39.1455235050621	72.7772113832767	67.5514927213461	113.763299163152	76.326908559957	145.136112245021	106.344973670911	59.0955764402529	56.3459123426925	38.341266971688
Gene00029	46.2850965750595	23.5200250733916	69.2574646628022	16.5402753143811	22.8095949448701	21.031870433524	13.274244966949	19.2758899075418	5.95531852557101	27.0437383709632	23.2012580234616	37.3322862619067
Gene00030	12.9167711372259	17.9200191035365	25.0932842981167	22.0537004191748	16.6685501520205	19.1198822122945	23.2299286921608	14.7403863998849	12.7613968405093	40.0647975866121	30.9350106979488	39.3502476814692
Gene00031	20.4515543006077	38.080040595015	26.0970156700414	39.6966607545146	46.4964820030045	55.4476584156541	68.0305054556139	46.4889109534833	64.6577439919138	142.230031432473	122.635220981154	133.185453691127
Gene00032	41.9795061959842	34.720037013102	29.1082097858154	36.3886056916383	27.1960555111913	70.7435641854897	73.0083473182198	70.300304368682	59.5531852557101	163.264050165444	57.4507341533336	79.7094760727197
Gene00033	80.729819607662	89.6000955176824	149.555974416776	74.9825814251942	77.2017059672527	64.0516054111866	73.8379876286541	57.8276697226256	80.8221799898923	106.171713604522	93.9098539044875	93.8352060096574
Gene00034	39.8267110064466	25.7600274613337	68.2537332908775	146.657107787512	157.035288274298	132.883181375447	133.572089979925	165.545878029477	218.645265867393	82.1328350525549	75.12788312359	86.7723410411886
Gene00035	31.215530248296	30.2400322372178	46.1716431085348	12.1295352305461	14.913965925492	8.60394699553253	9.95568372521178	19.2758899075418	17.0151957873457	11.0178193363183	11.0482181064103	7.06286496846884
Gene00036	20.4515543006077	29.1200310432468	31.1156725296648	48.5181409221845	65.7969084948176	48.755699641351	57.2451814199678	91.8439460300523	68.060783149383	25.0404984916326	27.6205452660258	28.2514598738754
Gene00037	13.9931687319947	26.8800286553047	22.0820901823427	11.0268502095874	20.1777186050774	11.4719293273767	23.2299286921608	13.6065105229707	22.1197545235495	15.0242990949795	23.2012580234616	16.1436913565002
Gene00038	174.37641035255	164.640175513742	105.39179405209	61.7503611736893	91.2383797794805	91.7754346190137	72.1787070077854	80.5051872609101	69.7623027281176	46.074517224604	37.563941561795	32.2873827130004
Gene00039	37.6739158169089	35.840038207073	49.1828372243088	46.312770880267	42.1100214366833	49.7116937519657	67.2008651451796	36.2840280612552	48.4933079939354	117.18953294084	123.740042791795	113.005839495501
Gene00040	38.7503134116777	60.4800644744357	31.1156725296648	80.4960065299878	71.0606611744031	65.9635936324161	63.052663593008	64.6309249841109	85.0759789367287	229.370966183354	127.054508223718	93.8352060096574
